Symbol,Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (),Beta,R2,Volatility_Per,Monthly Return,Avg_Impact_Cost_percent,report_date
GAIL,GAIL (India) Ltd.,GAS,12684774000,19980,1.2,0.6,0.19,1.82,-6.45,0.07,2011-05-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,24582,0.87,1.05,0.23,1.6,17.65,0.05,2014-10-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14053.72,0.5,1.04,0.29,2.41,2.09,0.05,2015-09-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20377.19,2.2,0.61,0.18,1.36,0.27,0.08,2010-05-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14339.63,0.5,1.05,0.28,1.9,2.03,0.04,2015-10-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15672,0.88,0.65,0.19,1.2,-8.84,0.06,2012-10-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15871.88,0.85,0.67,0.19,1.54,1.28,0.05,2012-11-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16748.73,0.58,0.98,0.19,1.73,-7.09,0.07,2015-04-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14843,0.91,0.58,0.21,1.75,-12.17,0.08,2012-04-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16973.25,0.6,1.07,0.27,3.02,18.37,0.04,2015-11-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,23027,1.26,0.55,0.15,1.01,4.3,0.08,2010-12-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20613.27,0.68,0.9,0.23,1.4,3.4,0.02,2016-12-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17233,1.23,0.57,0.46,1.52,-2.04,0.09,2011-12-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16134,1.16,0.74,0.42,1.59,7.08,0.08,2009-09-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15645,1.18,0.67,0.32,1.96,-3.03,0.09,2009-10-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,32530,1.49,0.8,0.45,2.91,4.42,0.13,2009-04-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18807,1.29,0.66,0.31,2.33,20.22,0.1,2009-11-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20265.36,0.78,0.73,0.18,1.07,-5.85,0.07,2014-07-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,13529,0.74,0.87,0.22,1.78,-3.86,0.08,2013-07-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16094,0.806311382,0.628077784,0.190122824,1.074814251,4.674262343,0.06,2014-01-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15373.29,0.8,0.82,0.2,1.93,-4.06,0.06,2013-01-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20990.32,1.37,0.58,0.15,0.14,1.1,0.08,2010-06-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15948.24,0.97,0.62,0.2,1.61,0.34,0.06,2012-08-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,13765.49,0.49,1,0.27,3.19,-16.58,0.07,2015-08-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18027.08,0.61,1.02,0.2,1.67,-6.16,0.06,2015-03-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,25826,1.5,0.79,0.45,1.89,4.25,0.1,2009-02-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16901,1.04,0.56,0.21,1.87,0.36,0.08,2012-03-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,19818,1.17,0.64,0.2,1.42,-0.81,0.07,2011-06-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16768,1.06,0.533274237,0.20228092,1.3,-2.7,0.07,2012-01-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,19663,0.66,1.13,0.23,1.52,-4.9,0.06,2015-01-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18076.5,0.6,1.17,0.31,1.04,3.97,0.03,2016-06-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15894.34,0.97,0.55,0.18,1.51,0.5,0.06,2012-07-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16500.03,0.55,0.89,0.2,1.36,-9.5,0.05,2015-07-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14295.25,0.78,0.71,0.13,2.16,-4.3,0.06,2013-03-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16891.53,0.752195045,0.686071343,0.218749752,1.896694506,1.429534727,0.08,2014-03-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20611.68,0.77,0.74,0.16,2.15,0.14,0.05,2014-08-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,13271,0.76,0.84,0.24,2.34,-1.91,0.1,2013-08-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14321.81,0.57,1.12,0.29,1.67,-17.21,0.04,2016-02-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,19160,1.2,0.54,0.16,1.36,-9.43,0.09,2011-02-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,12954,1.11,0.76,0.48,1.85,-3.88,0.11,2009-06-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17915,1.25,0.68,0.32,1.52,1.21,0.08,2010-02-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,24915.69,0.76,0.88,0.2,1.49,10.41,0.02,2017-02-01
GAIL,GAIL (India) Ltd.,Gas,12684774000,26162,1.43,0.88,0.52,3.52,5.12,0.14,2008-12-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,22077,1.27,0.6,0.16,0.96,-0.15,0.08,2010-11-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,19276.62,1.26,0.67,0.3,2.01,4.51,0.08,2010-04-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14428,0.94,0.56,0.2,1.65,-2.8,0.09,2012-05-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18075.89,0.61,0.95,0.2,1.67,7.92,0.07,2015-05-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,22079,1.24,0.67,0.19,1.14,1.38,0.08,2010-10-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18567,1.23,0.64,0.3,2.07,-1.28,0.08,2009-12-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17562,0.72,0.7,0.2,2.62,2.08,0.1,2014-05-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18441,1.24,0.56,0.2,1.97,-0.01,0.1,2011-09-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18996,1.17,0.54,0.19,1.4,1.12,0.08,2011-10-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17583.7,0.56,1.05,0.24,1.62,-2.41,0.03,2016-09-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,13747,0.71,0.81,0.18,1.6,-12.84,0.07,2013-05-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20270.65,0.64,1.02,0.23,1.75,15.28,0.03,2016-10-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,21356.41,1.23,0.58,0.2,1.33,2.47,0.07,2011-04-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,19935.07,0.66,0.96,0.25,1.69,-1.66,0.03,2016-11-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17592,1.2,0.56,0.2,1.62,-7.39,0.1,2011-11-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16912.55,0.59,1.19,0.33,1.94,1.11,0.04,2016-04-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,38054,1.36,0.78,0.48,3.76,16.98,0.18,2009-05-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20677,0.74,1.17,0.24,1.95,-8.89,0.07,2014-12-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15375.54,0.743577771,0.663868799,0.190862023,1.343511607,1.13753878,0.07,2013-12-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16024.61,0.86,0.71,0.18,0.95,0.96,0.06,2012-12-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17438.14,0.61,1.05,0.26,1.93,2.74,0.03,2015-12-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18017.83,0.56,1.04,0.24,1.1,0.56,0.03,2016-08-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20842,1.19,0.59,0.2,1.77,8.78,0.06,2011-03-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,16727.16,0.6,1.17,0.32,2.23,16.8,0.03,2016-03-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,14073,0.75,0.9,0.23,1.88,2.37,0.07,2013-06-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17702,1.17,0.66,0.32,1.69,-4.66,0.07,2010-01-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,21525,0.84,0.76,0.2,2.67,22.56,0.08,2014-06-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18446,1.21,0.66,0.31,1.36,2.96,0.06,2010-03-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20754,1.33,0.57,0.13,1.38,0.25,0.08,2010-08-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,18231.62,0.62,0.82,0.18,1.59,0.86,0.07,2015-06-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17135.96,0.63,1.15,0.28,2.66,-1.73,0.04,2016-01-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,21154,1.29,0.54,0.14,2.04,-8.56,0.08,2011-01-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,15815.74,0.96,0.54,0.18,1.75,9.62,0.07,2012-06-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,17916.93,0.57,1.17,0.3,1.59,-0.88,0.03,2016-07-01
GAIL,GAIL (India) Ltd.,GAS,12684774000,20712,1.26,0.62,0.2116,1.34,4.51,0.08,2011-07-01
GAIL,Gas,,"12,684,774,000",24888,1.46,0.91,0.52,5.03,-8.6,0.16,2008-11-01
GAIL,Gas,,"12,684,774,000",27228,1.52,0.89,0.49,5.47,-21.2,0.22,2008-10-01
GAIL,,,12684774000,18443,35,0.57,0.2,1.48,-10.95,0.11,2011-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12818101330,185958.61,5.17,1.63,0.36,1.06,-2.23,0.02,2017-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12818101330,193937.87,5.09,1.53,0.33,1.29,4.29,0.02,2017-07-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12818101330,191021.76,5.09,1.47,0.33,1,-1.5,0.03,2017-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12833149044,197341.75,5.01,1.48,0.24,1.57,2.48,0.02,2017-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12833149044,177482.45,4.71,1.39,0.3,1.01,-7.2,0.03,2017-09-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12833149044,192561.4,4.84,1.44,0.27,3.53,8.5,0.03,2017-10-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12843505078,201643.03,4.96,1.56,0.25,1.15,2.1,0.03,2017-12-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12843505078,201161.4,4.97,1.5,0.25,1.6,-11.25,0.03,2018-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12843505078,178749.48,4.58,1.48,0.26,1.88,-11.14,0.03,2018-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12843505078,226655.76,5.33,1.58,0.25,1.63,12.4,0.03,2017-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12843505078,226655.76,5.33,1.58,0.25,1.63,12.4,0.03,2018-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12852716864,183665.32,4.35,1.42,0.24,2.22,0.56,0.03,2018-05-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12852716864,182637.11,4.32,1.45,0.24,1.7,2.1,0.03,2018-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12861352008,177100.82,4.19,1.43,0.24,1.78,-3.63890833,0.02,2018-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12861352008,220314.96,4.78,1.58,0.25,1.72,12.6,0.02,2018-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12861352008,195653.32,4.36,1.5,0.25,2.04,10.48,0.03,2018-07-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12868342266,228509.59,5.28,1.37,0.29,1.19,0.04,0.03,2018-11-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12868342266,228413.08,5.52,1.43,0.31,3.24,16.18,0.03,2018-10-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12868342266,196596.1,4.51,1.58,0.27,1.36,-10.81436077,0.03,2018-09-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12880206278,231940.31,5.34,1.33,0.3,1.23,1.41,0.02,2018-12-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12880206278,225500.21,5.22,1.26,0.27,1.3,-3.92,0.03,2019-02-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12880206278,234709.56,5.42,1.28,0.28,1.73,1.19,0.02,2019-01-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12889191588,273057.52,5.68,1.35,0.36,2.14,3.98,0.03,2019-05-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12889191588,262617.28,5.55,1.31,0.3,1.58,1.75,0.03,2019-04-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12889191588,258106.06,5.52,1.3,0.29,1.46,14.38,0.02,2019-03-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12902728680,281989.14,5.87,1.32,0.37,1.18,3.16,0.02,2019-06-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12902728680,273924.93,6.04,1.24,0.37,1.15,-2.86,0.02,2019-07-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12902728680,264280.14,5.88,1.25,0.41,1.85,-3.52,0.02,2019-08-01
ICICIBANK,ICICI Bank Ltd.,BANKS,12916216132,280088.15,5.94,1.36,0.48,3.04,5.87,0.03,2019-09-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,12954991130,13641,1.03,1.35,0.52,2,0.96,0.09,2009-10-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,12954991130,15591,1.07,1.45,0.56,2.58,12.51,0.08,2009-11-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,12960901040,14507,0.96,1.38,0.55,2.22,-6.99,0.07,2009-12-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,12960901040,19668,1.3,1.34,0.52,1.88,-1.65,0.08,2010-01-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,12965767610,14954,1.05,1.36,0.52,2.29,5.17,0.08,2010-02-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,12965767610,15080,0.99,1.41,0.55,1.5,0.85,0.06,2010-03-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,12966707720,15976.23,1.04,1.36,0.53,2.1,5.93,0.08,2010-04-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,13011286920,16007.57,1.73,1.36,0.46,2.77,-0.35,0.09,2010-05-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,13011286920,18253.62,1.19,1.28,0.44,0.62,1.95,0.08,2010-06-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,38663.89,1.07,0.85,0.14,1.42,3.25,0.02,2017-05-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,33085.44,1.1,0.75,0.15,1.87,-1.31,0.02,2016-12-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,33288.48,0.92,0.93,0.15,1.3,-13.9,0.02,2017-06-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,34884.19,1.07,0.82,0.15,1.96,-1.7,0.02,2017-02-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,37445.64,1.08,0.87,0.14,1.82,10.68,0.02,2017-04-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,31893.22,1.01,0.74,0.14,1.68,1.66,0.02,2016-09-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,34842.54,1.1,0.71,0.13,1.37,9.25,0.02,2016-10-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,33525.37,1.11,0.72,0.15,1.35,-3.78,0.02,2016-11-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,31372.6,0.97,0.65,0.12,1.99,1.68,0.02,2016-08-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,33832.53,0.99,0.89,0.17,1.31,-3.01,0.02,2017-03-01
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,30854.58,0.98,0.78,0.18,1.27,10.55,0.02,2016-07-01
RELIANCE,Refineries,,"14,536,486,010",320893,12.26,1.1,0.74,3.51,5.36,0.07,2008-07-01
RELIANCE,Refineries,,"14,536,486,010",360345,12.15,1.09,0.76,4.06,-14.01,0.1,2008-01-01
RELIANCE,Refineries,,"14,536,486,010",329368,11.56,1.12,0.77,3.5,-8.02,0.08,2008-03-01
RELIANCE,Refineries,,"14,536,486,010",380056,12.23,1.13,0.77,1.89,15.39,0.06,2008-04-01
RELIANCE,Refineries,,"14,536,486,010",358099,11.87,1.12,0.77,3.04,-0.62,0.09,2008-02-01
RELIANCE,Refineries,,"14,536,486,010",304561,12.51,1.12,0.74,2.98,-12.83,0.07,2008-06-01
RELIANCE,Refineries,,"14,536,486,010",349384,11.91,1.13,0.77,2.13,-8.07,0.05,2008-05-01
RELIANCE,Refineries,,"14,537,134,490",310542,11.77,1.1,0.74,1.96,-3.23,0.06,2008-08-01
RELIANCE,Refineries,,"14,537,494,780",283387,11.78,1.09,0.74,2.83,-8.75,0.06,2008-09-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14597996190,20347,1.3,1.22,0.38,1.21,-0.19,0.07,2010-08-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14599962240,22871,1.29,1.22,0.42,1.91,-3.29,0.08,2010-10-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14600772240,19831,1.14,1.28,0.44,2.46,-7.73,0.1,2010-11-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14603829180,19394,1.06,1.31,0.45,2.13,-2.22,0.08,2010-12-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14607653980,15429,0.97,1.36,0.46,3.52,-1.39,0.09,2011-02-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14607653980,15644,0.95,1.32,0.47,1.79,-19.14,0.09,2011-01-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14609475480,15441.65,0.89,1.37,0.49,2.16,-6.02,0.06,2011-04-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14609475480,16430,0.94,1.35,0.47,2.06,6.47,0.07,2011-03-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14618132400,17068,1.02,1.39,0.48,2.52,-2.13,0.06,2011-05-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14618132400,15747,0.93,1.42,0.49,2,-7.74,0.06,2011-06-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14627715770,15139,0.92,1.47,0.5041,2.45,-3.93,0.07,2011-07-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14630078390,13092,0.88,1.43,0.53,2.21,-2.76,0.09,2011-09-01
IDFC,,,14630078390,13464,25,1.47,0.52,2.9,-9.6,0.09,2011-08-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14633270000,10832,0.77,1.38,0.72,2.56,-15.69,0.1,2011-12-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14633270000,15659,0.97,1.43,0.53,2.51,21,0.08,2011-10-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14633270000,12848,0.88,1.44,0.53,2.63,-17.96,0.1,2011-11-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14635373360,15734,1,1.430382268,0.514550902,2.55,45.23,0.09,2012-01-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14640816460,16722,1.02,1.472696779,0.526016372,3.429459407,6.235912847,0.09,2012-02-01
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,14681320670,20028.94,1.31,0.73,0.35,1.28,-5.01,0.06,2010-04-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,15118089180,16485,1.01,1.55,0.55,2.97,-4.53,0.09,2012-03-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,15123627680,14775,0.9,1.57,0.56,1.97,-10.41,0.07,2012-04-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,15124664500,15431,1,1.56,0.54,2.42,3.64,0.1,2012-05-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,15124664500,16760.72,1.02,1.57,0.56,2.33,8.62,0.08,2012-06-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15133197120,19987.89,1.13,1.71,0.52,1.71,5.05,0.07,2012-10-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15133197120,16513.88,1,1.59,0.54,2.19,-0.37,0.06,2012-08-01
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,15133197120,16573.09,1.01,1.55,0.56,1.81,-1.18,0.07,2012-07-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15136231930,21393.11,1.15,1.7,0.49,2.15,6.75,0.06,2012-11-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15141651090,21166,1.13,1.84,0.52,1.53,-1.1,0.06,2012-12-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15143734970,20971.19,1.09,1.85,0.51,1.73,-0.93,0.05,2013-01-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15144256360,18454,1.02,1.79,0.5,2.31,-12.02,0.05,2013-02-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15147276290,18909,0.99,1.71,0.43,2.2,6.51,0.06,2013-04-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15147276290,17752.74,0.97,1.79,0.45,2.73,-3.82,0.07,2013-03-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15147276290,17890,0.93,1.77,0.47,2.17,-5.39,0.05,2013-05-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15148009280,15844,0.84,1.67,0.44,2.08,-11.44,0.06,2013-06-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15149912770,13540,0.74,1.73,0.42,3.29,-14.55,0.07,2013-07-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15153283410,9957,0.57,1.77,0.44,4.74,-26.48,0.1,2013-08-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15161259910,13042.88,0.646389222,1.692518893,0.468013118,-0.059100697,-1.70212766,0.06,2013-11-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15161259910,10896,0.583465679,1.691349159,0.675528156,0.508631706,9.378881988,0.08,2013-09-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15161259910,13086.75,0.64,1.71,0.68,2.38,20.1,0.08,2013-10-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15161489910,13752.01,0.665062126,1.696552882,0.465551475,2.468536981,5.435305435,0.05,2013-12-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15162183660,11801.56,0.571151262,1.69063722,0.478526179,1.70617975,0.912017167,0.06,2014-02-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15162183660,11695,0.585900582,1.706833843,0.477355031,1.939622819,-14.96350365,0.06,2014-01-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15162183660,15340.15,0.683110602,1.670414371,0.457890829,2.474560721,29.98405104,0.07,2014-03-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15162862510,14011,0.62,1.69,0.46,1.78,-8.67,0.06,2014-04-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15162862510,15849,0.65,1.74,0.46,3.01,13.12,0.08,2014-05-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15162862510,16954,0.66,1.79,0.46,2.06,6.97,0.07,2014-06-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15168320800,19112.52,0.74,1.76,0.43,3.37,12.69,0.07,2014-07-01
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,15168399800,18109.7,0.68,1.71,0.42,1.88,-0.38,0.06,2014-08-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,23285,0.55,1.32,0.13,2.76,2.41,0.03,2018-05-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,31255.74,0.77,1.38,0.12,1.8,0.46,0.03,2017-12-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,18909.5,0.44,1.35,0.11,1.71,9,0.03,2018-12-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,19353.77,0.46,1.35,0.14,2.61,-16.88311688,0.02,2018-06-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,28384.78,0.7,1.05,0.08,2.13,-4.41,0.03,2018-02-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,16676.94,0.39,1.43,0.13,2.1,-4.35,0.03,2019-02-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,31113.87,0.79,1.41,0.14,1.4,-6.81,0.02,2017-11-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,31868.01,0.85,1.39,0.17,2.04,-12.6,0.03,2017-09-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,33387.49,0.84,1.46,0.17,2.13,4.77,0.03,2017-10-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,17348.95,0.4,1.55,0.14,3.13,3.66,0.03,2018-11-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,22736.2,0.54,1.29,0.12,2.67,-11.7,0.03,2018-04-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,16736.68,0.4,1.43,0.12,7.83,-10.86,0.1,2018-10-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,18775.09,0.43,1.16,0.12,2.33,-0.92592593,0.03,2018-09-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,25749.02,0.66,1.18,0.11,2.14,-9.29,0.02,2018-03-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,18950.56,0.41,1.24,0.13,1.6,-10.88,0.02,2018-08-01
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,17434.82,0.4,1.39,0.13,1.58,-7.8,0.02,2019-01-01
